iid,round,position,order,pid,match,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es
143,16,10,7,164,No,Yes,8.0,7.0,9.0,8.0,8.0,NA,8.0,5.0,No,3.0
143,16,10,15,165,No,Yes,10.0,9.0,9.0,10.0,6.0,NA,9.0,6.0,No,3.0
143,16,10,9,166,No,Yes,9.0,8.0,9.0,8.0,8.0,NA,8.0,5.0,No,3.0
143,16,10,1,167,No,No,5.0,6.0,7.0,6.0,4.0,NA,5.0,5.0,No,3.0
143,16,10,12,168,No,Yes,7.0,8.0,9.0,9.0,9.0,NA,7.0,5.0,No,3.0
143,16,10,6,169,No,Yes,8.0,9.0,9.0,8.0,8.0,8.0,8.0,5.0,No,3.0
143,16,10,5,170,No,No,5.0,5.0,9.0,6.0,7.0,8.0,4.0,5.0,No,3.0
143,16,10,10,171,No,Yes,8.0,9.0,9.0,7.0,8.0,8.0,9.0,8.0,No,3.0
143,16,10,14,172,No,Yes,8.0,8.0,9.0,8.0,8.0,NA,9.0,8.0,No,3.0
143,16,10,11,173,No,No,7.0,5.0,8.0,9.0,8.0,NA,7.0,5.0,No,3.0
144,16,13,5,158,No,No,4.0,6.0,7.0,4.0,7.0,4.0,4.0,7.0,No,NA
144,16,13,6,159,No,No,4.0,7.0,8.0,5.0,7.0,4.0,4.0,8.0,No,NA
144,16,13,11,160,No,No,7.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,No,NA
144,16,13,7,161,No,Yes,8.0,8.0,8.0,10.0,7.0,9.0,9.0,5.0,Yes,NA
144,16,13,16,162,Yes,Yes,7.0,7.0,8.0,8.0,7.0,7.0,9.0,5.0,Yes,NA
144,16,13,3,163,No,No,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,No,NA
144,16,13,10,164,No,No,8.0,8.0,7.0,7.0,6.0,7.0,8.0,0.0,No,NA
144,16,13,2,165,No,No,7.0,6.0,6.0,5.0,6.0,5.0,6.0,8.0,No,NA
144,16,13,12,166,No,No,7.0,8.0,8.0,7.0,7.0,6.0,7.0,8.0,No,NA
144,16,13,4,167,No,No,6.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,No,NA
144,16,13,15,168,No,No,5.0,5.0,6.0,6.0,5.0,5.0,5.0,8.0,Yes,NA
144,16,13,9,169,No,Yes,7.0,7.0,8.0,8.0,6.0,7.0,7.0,6.0,Yes,NA
144,16,13,8,170,No,No,5.0,7.0,8.0,6.0,7.0,5.0,5.0,7.0,Yes,NA
144,16,13,13,171,No,No,5.0,7.0,8.0,7.0,7.0,6.0,6.0,8.0,No,NA
144,16,13,1,172,No,No,5.0,8.0,7.0,7.0,8.0,7.0,7.0,9.0,No,NA
144,16,13,14,173,No,No,6.0,7.0,8.0,6.0,7.0,6.0,6.0,8.0,No,NA
145,16,14,6,158,No,No,7.0,10.0,10.0,7.0,9.0,8.0,8.0,5.0,No,2.0
145,16,14,7,159,No,No,7.0,10.0,10.0,10.0,10.0,8.0,8.0,5.0,No,2.0
145,16,14,12,160,No,No,8.0,10.0,7.0,10.0,7.0,5.0,7.0,5.0,No,2.0
145,16,14,8,161,No,Yes,10.0,9.0,9.0,9.0,8.0,7.0,9.0,1.0,Yes,2.0
145,16,14,1,162,No,No,9.0,9.0,9.0,8.0,9.0,8.0,8.0,1.0,Yes,2.0
145,16,14,4,163,No,Yes,9.0,9.0,8.0,7.0,9.0,7.0,9.0,5.0,No,2.0
145,16,14,11,164,No,Yes,9.0,10.0,10.0,9.0,8.0,9.0,9.0,5.0,No,2.0
145,16,14,3,165,No,No,8.0,8.0,7.0,7.0,5.0,4.0,2.0,5.0,No,2.0
145,16,14,13,166,No,No,7.0,7.0,7.0,7.0,7.0,4.0,3.0,1.0,No,2.0
145,16,14,5,167,No,No,10.0,9.0,9.0,8.0,7.0,4.0,8.0,1.0,No,2.0
145,16,14,16,168,No,No,6.0,9.0,8.0,8.0,7.0,10.0,8.0,1.0,No,2.0
145,16,14,10,169,No,No,9.0,7.0,9.0,7.0,7.0,5.0,7.0,1.0,Yes,2.0
145,16,14,9,170,No,No,8.0,10.0,9.0,7.0,7.0,10.0,9.0,5.0,No,2.0
145,16,14,14,171,No,No,9.0,9.0,9.0,7.0,8.0,5.0,8.0,5.0,No,2.0
145,16,14,2,172,No,Yes,9.0,9.0,9.0,7.0,8.0,7.0,9.0,5.0,No,2.0
145,16,14,15,173,No,Yes,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,No,2.0
146,16,4,12,158,No,No,4.0,6.0,8.0,NA,NA,NA,4.0,3.0,No,NA
146,16,4,13,159,No,No,5.0,7.0,10.0,8.0,NA,NA,7.0,5.0,No,NA
146,16,4,2,160,No,No,8.0,10.0,7.0,8.0,8.0,NA,7.0,8.0,No,NA
146,16,4,14,161,No,No,6.0,8.0,8.0,NA,NA,NA,6.0,3.0,No,NA
146,16,4,7,162,No,No,5.0,5.0,10.0,NA,8.0,NA,5.0,2.0,No,NA
146,16,4,10,163,No,No,6.0,8.0,8.0,8.0,NA,NA,6.0,3.0,No,NA
146,16,4,1,164,Yes,Yes,10.0,9.0,10.0,10.0,8.0,8.0,10.0,10.0,Yes,NA
146,16,4,9,165,No,No,8.0,8.0,7.0,NA,NA,7.0,6.0,3.0,No,NA
146,16,4,3,166,No,No,5.0,8.0,6.0,6.0,NA,NA,6.0,5.0,No,NA
146,16,4,11,167,No,No,5.0,7.0,8.0,7.0,NA,NA,6.0,3.0,No,NA
146,16,4,6,168,No,No,6.0,8.0,10.0,NA,NA,NA,6.0,3.0,No,NA
146,16,4,16,169,No,No,8.0,8.0,8.0,8.0,NA,NA,7.0,4.0,No,NA
146,16,4,15,170,No,No,6.0,8.0,8.0,NA,NA,NA,6.0,3.0,No,NA
146,16,4,4,171,No,No,8.0,8.0,8.0,7.0,NA,NA,7.0,6.0,No,NA
146,16,4,8,172,No,No,8.0,8.0,8.0,7.0,NA,NA,6.0,4.0,No,NA
146,16,4,5,173,No,No,6.0,8.0,8.0,8.0,NA,NA,5.0,3.0,No,NA
147,16,3,11,158,No,No,5.0,5.0,8.0,5.0,5.0,5.0,5.0,4.0,No,7.0
147,16,3,12,159,No,No,5.0,6.0,8.0,5.0,5.0,4.0,5.0,4.0,No,7.0
147,16,3,1,160,Yes,Yes,8.0,6.0,7.0,8.0,9.0,7.0,8.0,10.0,Yes,7.0
147,16,3,13,161,No,Yes,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,No,7.0
147,16,3,6,162,No,No,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,No,7.0
147,16,3,9,163,No,Yes,7.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,No,7.0
147,16,3,16,164,No,No,6.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,No,7.0
147,16,3,8,165,Yes,Yes,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,No,7.0
147,16,3,2,166,Yes,Yes,8.0,8.0,8.0,6.0,8.0,7.0,7.0,9.0,Yes,7.0
147,16,3,10,167,No,No,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,No,7.0
147,16,3,5,168,No,No,4.0,8.0,8.0,4.0,4.0,3.0,4.0,6.0,No,7.0
147,16,3,15,169,Yes,Yes,8.0,7.0,8.0,7.0,7.0,5.0,7.0,6.0,No,7.0
147,16,3,14,170,No,No,4.0,7.0,8.0,4.0,6.0,4.0,5.0,5.0,No,7.0
147,16,3,3,171,No,No,4.0,7.0,9.0,4.0,6.0,3.0,5.0,5.0,No,7.0
147,16,3,7,172,Yes,Yes,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,Yes,7.0
147,16,3,4,173,No,No,6.0,8.0,8.0,8.0,4.0,5.0,6.0,6.0,No,7.0
148,16,2,10,158,No,No,4.0,8.0,8.0,2.0,6.0,1.0,1.0,1.0,No,NA
148,16,2,11,159,No,No,3.0,8.0,8.0,2.0,7.0,1.0,2.0,1.0,No,NA
148,16,2,16,160,No,No,7.0,5.0,7.0,8.0,8.0,6.0,5.0,1.0,Yes,NA
148,16,2,12,161,No,No,5.0,8.0,8.0,5.0,5.0,1.0,4.0,1.0,No,NA
148,16,2,5,162,No,No,6.0,8.0,8.0,4.0,9.0,7.0,8.0,5.0,No,NA
148,16,2,8,163,No,Yes,7.0,9.0,9.0,8.0,8.0,7.0,8.0,5.0,No,NA
148,16,2,15,164,No,No,4.0,6.0,7.0,6.0,7.0,2.0,4.0,2.0,No,NA
148,16,2,7,165,No,No,6.0,7.0,6.0,1.0,5.0,2.0,1.0,1.0,No,NA
148,16,2,1,166,No,No,7.0,8.0,7.0,5.0,5.0,2.0,7.0,2.0,Yes,NA
148,16,2,9,167,No,No,3.0,8.0,8.0,5.0,8.0,2.0,6.0,1.0,No,NA
148,16,2,4,168,No,No,2.0,8.0,8.0,4.0,2.0,2.0,5.0,1.0,No,NA
148,16,2,14,169,Yes,Yes,8.0,8.0,8.0,5.0,5.0,2.0,6.0,3.0,No,NA
148,16,2,13,170,No,No,3.0,8.0,8.0,4.0,8.0,1.0,4.0,1.0,No,NA
148,16,2,2,171,No,No,4.0,8.0,8.0,7.0,8.0,5.0,9.0,3.0,No,NA
148,16,2,6,172,No,No,7.0,8.0,8.0,10.0,10.0,7.0,9.0,5.0,Yes,NA
148,16,2,3,173,No,No,7.0,9.0,9.0,5.0,8.0,2.0,7.0,2.0,No,NA
149,16,1,9,158,No,No,6.0,7.0,7.0,4.0,7.0,NA,5.0,6.0,No,5.0
149,16,1,10,159,No,No,4.0,7.0,8.0,4.0,6.0,7.0,4.0,8.0,No,5.0
149,16,1,15,160,Yes,Yes,9.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,No,5.0
149,16,1,11,161,No,No,8.0,6.0,8.0,8.0,6.0,8.0,7.0,3.0,No,5.0
149,16,1,4,162,No,No,4.0,8.0,7.0,4.0,8.0,NA,6.0,8.0,No,5.0
149,16,1,7,163,No,No,5.0,6.0,6.0,4.0,4.0,4.0,5.0,7.0,No,5.0
149,16,1,14,164,No,No,3.0,7.0,8.0,3.0,3.0,3.0,3.0,8.0,No,5.0
149,16,1,6,165,No,No,8.0,7.0,6.0,4.0,4.0,NA,NA,NA,No,5.0
149,16,1,16,166,Yes,Yes,8.0,5.0,6.0,3.0,7.0,8.0,7.0,7.0,No,5.0
149,16,1,8,167,No,No,4.0,6.0,7.0,7.0,5.0,8.0,5.0,7.0,No,5.0
149,16,1,3,168,No,No,4.0,7.0,8.0,4.0,7.0,NA,4.0,7.0,No,5.0
149,16,1,13,169,No,Yes,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,No,5.0
149,16,1,12,170,No,No,4.0,8.0,7.0,4.0,8.0,NA,4.0,8.0,No,5.0
149,16,1,1,171,Yes,Yes,6.0,8.0,8.0,6.0,7.0,NA,7.0,6.0,No,5.0
149,16,1,5,172,Yes,Yes,7.0,7.0,7.0,6.0,6.0,6.0,7.0,NA,No,5.0
149,16,1,2,173,Yes,Yes,5.0,8.0,8.0,7.0,4.0,NA,6.0,5.0,No,5.0
150,16,8,16,158,No,No,5.0,5.0,8.0,6.0,9.0,NA,5.0,4.0,No,1.0
150,16,8,1,159,No,No,5.0,8.0,10.0,8.0,8.0,NA,7.0,NA,No,1.0
150,16,8,6,160,No,No,9.0,7.0,7.0,7.0,7.0,2.0,7.0,1.0,No,1.0
150,16,8,2,161,No,No,8.0,5.0,8.0,8.0,8.0,7.0,7.0,2.0,No,1.0
150,16,8,11,162,No,No,6.0,6.0,7.0,6.0,6.0,5.0,7.0,4.0,No,1.0
150,16,8,14,163,No,No,7.0,7.0,8.0,8.0,6.0,NA,7.0,4.0,No,1.0
150,16,8,5,164,No,No,8.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,No,1.0
150,16,8,13,165,Yes,Yes,9.0,8.0,8.0,7.0,8.0,NA,7.0,4.0,No,1.0
150,16,8,7,166,No,No,6.0,5.0,6.0,5.0,8.0,NA,5.0,4.0,No,1.0
150,16,8,15,167,Yes,Yes,7.0,7.0,8.0,8.0,8.0,8.0,7.0,5.0,No,1.0
150,16,8,10,168,No,No,7.0,8.0,8.0,8.0,8.0,NA,8.0,6.0,No,1.0
150,16,8,4,169,No,Yes,9.0,9.0,9.0,9.0,9.0,7.0,9.0,5.0,No,1.0
150,16,8,3,170,No,No,5.0,6.0,9.0,6.0,9.0,3.0,8.0,5.0,No,1.0
150,16,8,8,171,No,No,6.0,7.0,9.0,6.0,9.0,NA,7.0,4.0,No,1.0
150,16,8,12,172,No,No,6.0,7.0,8.0,7.0,8.0,NA,7.0,4.0,No,1.0
150,16,8,9,173,No,No,6.0,8.0,8.0,8.0,8.0,NA,8.0,5.0,No,1.0
151,16,6,14,158,No,No,4.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,No,1.0
151,16,6,15,159,No,No,3.0,7.0,7.0,4.0,6.0,5.0,6.0,4.0,No,1.0
151,16,6,4,160,No,No,8.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,No,1.0
151,16,6,16,161,No,No,9.0,7.0,8.0,8.0,7.0,7.0,9.0,8.0,No,1.0
151,16,6,9,162,Yes,Yes,9.0,8.0,7.0,7.0,6.0,9.0,8.0,8.0,No,1.0
151,16,6,12,163,No,No,7.0,5.0,7.0,8.0,7.0,7.0,7.5,6.0,No,1.0
151,16,6,3,164,No,No,6.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,No,1.0
151,16,6,11,165,No,No,8.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,No,1.0
151,16,6,5,166,No,No,6.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,No,1.0
151,16,6,13,167,No,No,6.0,3.0,6.0,5.0,4.0,7.0,3.0,3.0,No,1.0
151,16,6,8,168,No,No,6.0,3.0,7.0,4.0,5.0,4.0,4.0,5.0,No,1.0
151,16,6,2,169,No,No,7.0,8.0,7.0,7.0,7.0,NA,7.0,7.0,No,1.0
151,16,6,1,170,No,No,3.0,8.0,8.0,3.0,7.0,2.0,4.0,6.0,No,1.0
151,16,6,6,171,No,No,5.0,7.0,6.0,5.0,7.0,NA,5.0,6.0,No,1.0
151,16,6,10,172,No,No,7.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,No,1.0
151,16,6,7,173,Yes,Yes,8.0,7.0,8.0,9.0,6.0,10.0,9.0,9.0,No,1.0
152,16,12,4,158,No,No,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,No,1.0
152,16,12,5,159,No,No,4.0,6.0,5.0,4.0,NA,NA,5.0,6.0,No,1.0
152,16,12,10,160,No,No,6.0,8.0,7.0,7.0,7.0,4.0,6.0,5.0,No,1.0
152,16,12,6,161,No,Yes,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,No,1.0
152,16,12,15,162,No,No,5.0,6.0,8.0,7.0,NA,8.0,7.0,5.0,No,1.0
152,16,12,2,163,No,No,7.0,8.0,7.0,7.0,6.0,8.0,NA,NA,NA,1.0
152,16,12,9,164,Yes,Yes,6.0,8.0,8.0,7.0,NA,9.0,7.0,7.0,No,1.0
152,16,12,1,165,Yes,Yes,8.0,8.0,7.0,8.0,8.0,9.0,9.0,6.0,No,1.0
152,16,12,11,166,No,No,5.0,5.0,6.0,5.0,NA,7.0,5.0,4.0,No,1.0
152,16,12,3,167,Yes,Yes,7.0,9.0,8.0,8.0,8.0,7.0,NA,8.0,No,1.0
152,16,12,14,168,No,No,4.0,7.0,7.0,6.0,7.0,5.0,6.0,7.0,No,1.0
152,16,12,8,169,No,Yes,8.0,9.0,9.0,8.0,8.0,6.0,8.0,7.0,No,1.0
152,16,12,7,170,No,No,4.0,6.0,7.0,6.0,8.0,NA,6.0,5.0,No,1.0
152,16,12,12,171,No,No,6.0,7.0,8.0,8.0,NA,8.0,7.0,5.0,No,1.0
152,16,12,16,172,No,No,6.0,8.0,7.0,8.0,9.0,NA,7.0,8.0,NA,1.0
152,16,12,13,173,No,No,5.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,No,1.0
153,16,11,3,158,No,No,6.0,6.0,8.0,6.0,NA,NA,5.0,5.0,No,4.0
153,16,11,4,159,Yes,Yes,5.0,5.0,6.0,8.0,NA,5.0,5.0,5.0,No,4.0
153,16,11,9,160,No,No,5.0,6.0,6.0,6.0,6.0,NA,5.0,5.0,No,4.0
153,16,11,5,161,No,Yes,7.0,7.0,7.0,7.0,NA,6.0,5.0,5.0,No,4.0
153,16,11,14,162,No,Yes,5.0,5.0,7.0,6.0,7.0,6.0,5.0,5.0,No,4.0
153,16,11,1,163,Yes,Yes,8.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,No,4.0
153,16,11,8,164,No,Yes,6.0,6.0,7.0,7.0,NA,6.0,7.0,6.0,No,4.0
153,16,11,16,165,No,No,5.0,5.0,5.0,5.0,NA,6.0,5.0,5.0,No,4.0
153,16,11,10,166,No,No,4.0,4.0,5.0,4.0,NA,NA,4.0,4.0,No,4.0
153,16,11,2,167,No,Yes,5.0,6.0,7.0,7.0,NA,5.0,5.0,5.0,No,4.0
153,16,11,13,168,No,Yes,5.0,6.0,6.0,6.0,NA,NA,6.0,7.0,No,4.0
153,16,11,7,169,No,Yes,7.0,7.0,7.0,7.0,NA,6.0,7.0,6.0,No,4.0
153,16,11,6,170,No,No,5.0,5.0,7.0,5.0,NA,4.0,4.0,4.0,No,4.0
153,16,11,11,171,Yes,Yes,6.0,6.0,7.0,7.0,7.0,NA,5.0,5.0,No,4.0
153,16,11,15,172,No,Yes,6.0,5.0,6.0,6.0,7.0,NA,6.0,5.0,No,4.0
153,16,11,12,173,No,No,5.0,5.0,6.0,6.0,NA,NA,5.0,5.0,No,4.0
154,16,15,7,158,No,No,5.0,8.0,10.0,5.0,8.0,7.0,5.0,5.0,No,NA
154,16,15,8,159,No,No,6.0,8.0,9.0,8.0,9.0,5.0,7.0,5.0,No,NA
154,16,15,13,160,No,No,9.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,Yes,NA
154,16,15,9,161,Yes,Yes,10.0,8.0,9.0,9.0,8.0,6.0,8.0,5.0,No,NA
154,16,15,2,162,No,No,5.0,8.0,8.0,7.0,7.0,2.0,5.0,3.0,No,NA
154,16,15,5,163,Yes,Yes,9.0,9.0,8.0,9.0,8.0,6.0,8.0,3.0,No,NA
154,16,15,12,164,No,No,7.0,9.0,9.0,9.0,7.0,5.0,7.0,5.0,No,NA
154,16,15,4,165,No,No,7.0,9.0,7.0,5.0,5.0,4.0,5.0,3.0,No,NA
154,16,15,14,166,Yes,Yes,9.0,9.0,9.0,9.0,9.0,7.0,8.0,5.0,Yes,NA
154,16,15,6,167,No,No,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,No,NA
154,16,15,1,168,No,No,5.0,9.0,7.0,5.0,7.0,5.0,5.0,5.0,No,NA
154,16,15,11,169,Yes,Yes,9.0,9.0,9.0,9.0,8.0,9.0,8.0,6.0,No,NA
154,16,15,10,170,No,No,6.0,10.0,10.0,5.0,9.0,6.0,6.0,5.0,No,NA
154,16,15,15,171,Yes,Yes,8.0,9.0,9.0,8.0,8.0,8.0,8.0,5.0,No,NA
154,16,15,3,172,Yes,Yes,9.0,10.0,10.0,10.0,10.0,8.0,8.0,3.0,Yes,NA
154,16,15,16,173,Yes,Yes,9.0,9.0,10.0,9.0,9.0,7.0,8.0,5.0,No,NA
155,16,5,13,158,No,No,2.0,6.0,7.0,2.0,7.0,2.0,2.0,5.0,No,0.0
155,16,5,14,159,No,No,1.0,4.0,6.0,3.0,6.0,2.0,1.0,3.0,No,0.0
155,16,5,3,160,No,No,7.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,No,0.0
155,16,5,15,161,Yes,Yes,8.0,7.0,7.0,8.0,7.0,5.0,7.0,5.0,No,0.0
155,16,5,8,162,No,No,2.0,4.0,6.0,4.0,6.0,3.0,3.0,3.0,No,0.0
155,16,5,11,163,No,No,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,No,0.0
155,16,5,2,164,No,No,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,No,0.0
155,16,5,10,165,No,No,7.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,No,0.0
155,16,5,4,166,No,No,8.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,No,0.0
155,16,5,12,167,No,No,5.0,5.0,6.0,6.0,6.0,3.0,4.0,4.0,No,0.0
155,16,5,7,168,No,No,3.0,6.0,4.0,6.0,6.0,3.0,4.0,4.0,No,0.0
155,16,5,1,169,No,Yes,8.0,8.0,8.0,7.0,8.0,6.0,8.0,5.0,No,0.0
155,16,5,16,170,No,No,2.0,8.0,8.0,3.0,8.0,6.0,8.0,5.0,No,0.0
155,16,5,5,171,No,No,4.0,7.0,7.0,4.0,8.0,5.0,5.0,7.0,No,0.0
155,16,5,9,172,No,No,5.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,No,0.0
155,16,5,6,173,No,No,3.0,8.0,8.0,4.0,8.0,6.0,5.0,7.0,No,0.0
156,16,7,15,158,No,No,4.0,7.0,10.0,3.0,10.0,3.0,3.0,3.0,No,5.0
156,16,7,16,159,No,No,3.0,10.0,10.0,6.0,10.0,3.0,3.0,3.0,No,5.0
156,16,7,5,160,Yes,Yes,7.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,Yes,5.0
156,16,7,1,161,No,Yes,8.0,9.0,10.0,7.0,9.0,5.0,8.0,7.0,No,5.0
156,16,7,10,162,No,No,7.0,6.0,10.0,3.0,8.0,10.0,4.0,1.0,No,5.0
156,16,7,13,163,Yes,Yes,6.0,9.0,10.0,7.0,10.0,8.0,7.0,6.0,No,5.0
156,16,7,4,164,No,No,7.0,9.0,10.0,6.0,10.0,6.0,6.0,6.0,No,5.0
156,16,7,12,165,No,No,8.0,5.0,10.0,7.0,8.0,6.0,5.0,5.0,No,5.0
156,16,7,6,166,No,No,7.0,6.0,10.0,9.0,10.0,6.0,7.0,6.0,No,5.0
156,16,7,14,167,No,No,6.0,9.0,10.0,6.0,9.0,4.0,6.0,5.0,No,5.0
156,16,7,9,168,No,No,6.0,9.0,10.0,9.0,10.0,5.0,7.0,7.0,No,5.0
156,16,7,3,169,No,Yes,7.0,9.0,10.0,8.0,9.0,10.0,9.0,9.0,No,5.0
156,16,7,2,170,No,No,4.0,8.0,10.0,3.0,10.0,8.0,3.0,2.0,No,5.0
156,16,7,7,171,No,No,5.0,8.0,10.0,2.0,9.0,2.0,2.0,2.0,No,5.0
156,16,7,11,172,Yes,Yes,5.0,9.0,10.0,8.0,10.0,7.0,8.0,8.0,No,5.0
156,16,7,8,173,Yes,Yes,6.0,9.0,10.0,9.0,9.0,7.0,8.0,7.0,No,5.0
157,16,16,8,158,No,No,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,No,2.0
157,16,16,9,159,No,No,2.0,6.0,6.0,6.0,5.0,4.0,3.0,5.0,No,2.0
157,16,16,14,160,No,No,7.0,6.0,7.0,10.0,9.0,8.0,7.0,8.0,Yes,2.0
157,16,16,10,161,No,Yes,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,No,2.0
157,16,16,3,162,No,No,3.0,5.0,7.0,2.0,5.0,2.0,1.0,4.0,No,2.0
157,16,16,6,163,No,No,5.0,7.0,6.0,5.0,5.0,4.0,3.0,5.0,No,2.0
157,16,16,13,164,No,No,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,No,2.0
157,16,16,5,165,No,No,6.0,7.0,7.0,4.0,5.0,4.0,4.0,5.0,No,2.0
157,16,16,15,166,No,No,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,No,2.0
157,16,16,7,167,No,No,4.0,5.0,5.0,6.0,3.0,4.0,3.0,5.0,No,2.0
157,16,16,2,168,No,No,2.0,8.0,8.0,7.0,6.0,7.0,2.0,6.0,No,2.0
157,16,16,12,169,Yes,Yes,8.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,No,2.0
157,16,16,11,170,No,No,3.0,6.0,7.0,4.0,5.0,3.0,3.0,4.0,No,2.0
157,16,16,16,171,No,No,5.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,No,2.0
157,16,16,4,172,No,No,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,No,2.0
157,16,16,1,173,No,No,5.0,6.0,5.0,6.0,5.0,6.0,3.0,7.0,No,2.0
158,16,9,1,142,No,Yes,10.0,8.0,8.0,7.0,7.0,5.0,9.0,5.0,No,4.0
158,16,10,2,143,No,Yes,6.0,8.0,9.0,6.0,8.0,7.0,7.0,5.0,No,4.0
158,16,13,5,144,No,Yes,9.0,9.0,9.0,7.0,7.0,8.0,9.0,7.0,No,4.0
158,16,14,6,145,No,Yes,9.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,No,4.0
158,16,4,12,146,No,Yes,8.0,9.0,8.0,7.0,7.0,8.0,9.0,5.0,No,4.0
158,16,3,11,147,No,Yes,9.0,7.0,7.0,9.0,8.0,6.0,8.0,4.0,No,4.0
158,16,2,10,148,No,Yes,9.0,8.0,8.0,7.0,7.0,7.0,8.0,5.0,No,4.0
158,16,1,9,149,No,Yes,9.0,9.0,9.0,8.0,7.0,6.0,8.0,5.0,No,4.0
158,16,8,16,150,No,Yes,10.0,8.0,9.0,7.0,7.0,7.0,9.0,5.0,No,4.0
158,16,6,14,151,No,Yes,10.0,8.0,8.0,9.0,7.0,6.0,9.0,4.0,No,4.0
158,16,12,4,152,No,Yes,9.0,9.0,8.0,7.0,7.0,6.0,8.0,4.0,No,4.0
158,16,11,3,153,No,Yes,7.0,9.0,8.0,6.0,7.0,6.0,7.0,5.0,No,4.0
158,16,15,7,154,No,Yes,9.0,9.0,7.0,8.0,7.0,6.0,8.0,4.0,No,4.0
158,16,5,13,155,No,Yes,10.0,9.0,9.0,8.0,7.0,7.0,9.0,6.0,No,4.0
158,16,7,15,156,No,Yes,9.0,8.0,8.0,8.0,7.0,6.0,8.0,5.0,No,4.0
158,16,16,8,157,No,Yes,9.0,8.0,8.0,7.0,6.0,5.0,7.0,4.0,No,4.0
159,16,9,2,142,Yes,Yes,7.0,7.0,7.0,6.0,NA,4.0,7.0,5.0,No,3.0
159,16,10,3,143,No,No,5.0,7.0,7.0,5.0,4.0,4.0,5.0,5.0,No,3.0
159,16,13,6,144,No,Yes,8.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,No,3.0
159,16,14,7,145,No,Yes,8.0,8.0,8.0,7.0,7.0,9.0,8.0,6.0,No,3.0
159,16,4,13,146,No,No,6.0,8.0,8.0,5.0,6.0,NA,5.0,3.0,No,3.0
159,16,3,12,147,No,No,6.0,6.0,6.0,6.0,6.0,3.0,5.0,4.0,No,3.0
159,16,2,11,148,No,No,7.0,6.0,6.0,5.0,5.0,NA,6.0,4.0,No,3.0
159,16,1,10,149,No,Yes,8.0,9.0,7.0,7.0,7.0,6.0,7.0,6.0,No,3.0
159,16,8,1,150,No,Yes,8.0,9.0,9.0,8.0,8.0,5.0,8.0,7.0,No,3.0
159,16,6,15,151,No,Yes,8.0,8.0,7.0,7.0,7.0,NA,7.0,4.0,No,3.0
159,16,12,5,152,No,No,7.0,7.0,7.0,5.0,NA,3.0,5.0,5.0,No,3.0
159,16,11,4,153,Yes,Yes,7.0,7.0,7.0,6.0,6.0,5.0,7.0,8.0,No,3.0
159,16,15,8,154,No,Yes,7.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,No,3.0
159,16,5,14,155,No,Yes,7.0,9.0,8.0,7.0,5.0,NA,7.0,4.0,No,3.0
159,16,7,16,156,No,No,6.0,7.0,7.0,5.0,5.0,NA,5.0,3.0,No,3.0
